Ticker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,HSY,1.0,1.0,1.0,1.0,1.0,1368007.55,1.0,1.0,1.0,1.0,1.0,59.59386655615418,0.9971419327006039,0.9986388048942955,1.0066196181410363,1.0033028317721588,0.6597158656656027,1351584.85,0.6004694579398393,1.0001786656646348,1.0020358551963693,0.9990941779596152,1.0014888995515323,60.26894865525678,1.0036774647125628,1.0215359828141783,1.0060869565217392,1.0009713977334052,1.8128152672130275,1319198.95,2.3136363636363773,1.0003596644652306,1.0033515147532366,0.999443337549638,1.0020129167769993,66.6815144766147,0.994773425292311,0.99043162820041,0.9940946413137425,1.0110524045719216,1.1023970203027214,1309738.95,0.8572102161100147,1.000386630284774,1.0033294035455418,1.0008988764044944,1.0022988943359632,68.94977168949772,1.0168995775105623,1.0024417431923138,1.0172436840721024,1.000853196821842,0.6308970491651225,1196739.8,0.37813989732306813,1.000260826629498,1.0038133887480551,1.0033801559775315,1.0023126140247194,65.81352833638024,0.9940875679130712,0.9921101403230078,0.9775101615864522,0.9888646171879162,1.4447166186878486,1191199.35,2.648645372446814,1.0003195384084085,1.001192237450346,1.0025066716452333,1.0021902423310864,58.660907127429795,0.9977495579488829,1.0020815542271562,1.013388709765561,0.9997306034482759,0.6853861458444791,1174597.15,0.528604118993135,1.0002310493917344,1.0021055822286697,1.001503528773816,1.001083274201836,64.75917978063902,0.9915149562322109,0.9886551264980027,0.9892687661777394,0.9970897332255456,0.9515090312614289,1153627.45,0.9393939393939453,1.0001974429702494,1.0027115201797596,1.0012989143810331,1.0008810132207533,59.207818930041114,1.009099279640362,1.0070304924038358,1.0044153720359772,1.0029728122804173,1.0779789987700328,1136104.25,1.2281105990783414,1.0002248624748253,1.000975015891143,1.002067373998061,1.0010089988489197,62.681912681912664,1.0330900112715367,1.0450715527618029,1.0241506566807772,1.0425199396421643,2.9966664254118007,1219135.75,2.491557223264516,1.0009703847513343,1.0041276726276644,1.0041016891873478,1.0019849146486703,70.58582548136006,1.0031952201584622,0.9977471205528539,1.0065931853107941,0.9878004652364953,0.4224390722097672,1203765.0,0.7463403614457857,1.0003956301273984,1.0034300537017782,1.0028010976394237,1.0023417648673296,68.83739512584901,189.9542,0,1
